"SamAccountName","LastLogonDate","Enabled"
"orodrigues","01/01/2020 14:13:19","True"
"ouvidoriasan","15/12/2008 20:04:44","True"
"ouvidoriausn","25/05/2010 10:49:56","True"
"OuvidoriaCAT","13/11/2008 08:48:53","True"
"ossilva","30/12/2019 06:00:55","True"
"otlima",,"True"
"parcerias",,"True"
"pcapriata","26/07/2019 12:20:34","False"
"PCastiglioni","04/01/2020 19:31:10","True"
"PCampos","06/01/2020 08:12:38","True"
"pbrandao","02/01/2020 08:37:29","True"
"pcamargos","25/03/2019 08:04:59","False"
"pcbonfante","06/01/2020 08:40:10","True"
"pcoimbra","07/01/2020 01:17:06","True"
"pcosta","30/12/2019 08:40:40","True"
"pcoelho","30/12/2019 10:18:53","True"
"pccarneiro","05/12/2019 18:08:49","False"
"pcmachado","03/03/2016 08:09:51","False"
"patri3","05/09/2016 15:18:25","True"
"patri4","30/09/2015 16:21:59","True"
"patri2","08/07/2016 16:55:16","True"
"pasantos","02/01/2020 11:46:41","True"
"patri1","18/07/2016 13:03:26","True"
"patrick.souza",,"True"
"paulo.guerra",,"True"
"pbcosta","26/11/2018 09:34:28","False"
"paulo.bastos","27/11/2019 01:27:15","False"
"paula.feliciano","06/01/2020 08:03:28","True"
"PAULINA_20ANDAR",,"True"
"operadores3",,"True"
"npessanha","02/01/2020 06:47:39","True"
"nrachid","08/03/2019 08:38:07","False"
"npequeno","02/01/2020 10:25:24","True"
"notasma",,"True"
"novo_fornecedor",,"True"
"nrenhe","01/03/2018 07:59:53","False"
"nsales","02/01/2020 08:49:00","True"
"nsantos","03/01/2020 08:30:28","True"
"nroliveira","30/05/2019 08:59:57","False"
"nribeiro","22/12/2019 08:44:31","True"
"nrodriguez","06/01/2020 21:45:16","True"
"nnunes","17/08/2019 16:26:26","False"
"nobreak_12","23/12/2019 13:33:38","True"
"nmsilva","06/01/2020 07:04:43","True"
"nmiani","23/06/2019 11:11:15","False"
"nmoreira","25/02/2014 19:46:57","False"
"nobreak_19","22/12/2019 20:07:15","True"
"NO-REPLY",,"True"
"noreply-superbotao","06/02/2019 14:41:23","True"
"noliveira","03/01/2020 08:54:16","True"
"nobreak_20","28/11/2019 01:12:32","True"
"nobreak_cpd","06/01/2020 00:35:06","True"
"nsilva","03/01/2020 22:57:01","True"
"omilkievicz",,"True"
"ONeto","02/06/2019 04:42:27","False"
"OMello","19/12/2019 11:13:48","True"
"olsilva","02/01/2020 16:38:31","True"
"ombudsman_rj","15/05/2009 09:55:02","True"
"operacaomg1",,"True"
"operadores1",,"True"
"operadores2",,"True"
"operacaorj2",,"True"
"operacaomg2",,"True"
"operacaorj1",,"True"
"oboliveira","02/01/2020 07:29:55","True"
"OCaldeira","06/01/2020 11:53:38","True"
"O2k3",,"True"
"nsouza","02/01/2020 08:50:52","True"
"nvalerio","04/06/2019 09:00:47","False"
"octavio.freitas","02/01/2020 11:13:45","True"
"olima","26/09/2019 08:29:29","False"
"olivia.santos","02/01/2020 10:12:14","True"
"OktaService","02/12/2016 13:55:48","True"
"ofernandes","02/01/2020 08:21:21","True"
"OJardim","01/12/2014 09:35:05","False"
"lmattos","30/12/2019 07:24:26","True"
"IWAM_BRMTZDC02CC",,"True"
"IWAM_BRMTZDC1CC","04/10/2007 10:23:36","True"
"IWAM_BRMCTMS3FS",,"True"
"IWAM_BRDTCDC5CCEX",,"True"
"IWAM_BRMCTDC1CC","17/10/2008 11:46:32","True"
"IWAM_BRMTZDC1CCIM",,"True"
"IWAM_BRMTZDC4CCEXT2",,"True"
"IWAM_BRMUBMS2FS",,"True"
"IWAM_BRMTZDC4CCEXT",,"True"
"IWAM_BRMTZDC2CCEX",,"True"
"IWAM_BRMTZDC3CCEX",,"True"
"ivo.sobrinho","28/11/2019 09:24:01","False"
"ivsantos",,"False"
"ivieira","02/01/2020 08:22:39","True"
"IUSR_SHVB1909",,"True"
"IUSR_SHVB-REV",,"True"
"ivsilva","06/01/2020 06:53:18","True"
"IWAM_BRDTCDC2CCIM",,"True"
"IWAM_BRDTCDC4CCEX",,"True"
"IWAM_BRDTCDC1CCIM",,"True"
"IWAM_BRDTCDC01CCIM","26/02/2008 19:41:26","True"
"IWAM_BRDTCDC1CCEX",,"True"
"IWAM_BRRCXDC01CC","21/01/2011 15:52:32","True"
"jacbarbosa","01/06/2018 21:52:23","False"
"jackson.emiliano",,"False"
"jabrito",,"False"
"jaasouza","15/08/2019 13:10:40","False"
"jabes.silva","08/01/2020 13:49:01","True"
"jacruz","02/01/2020 09:50:53","True"
"jafsilva",,"False"
"jagferreira","29/12/2019 05:39:03","True"
"jafarias","02/01/2020 10:58:21","True"
"jacson.santos","30/12/2019 09:09:55","True"
"jaeffegem","13/03/2019 12:58:15","False"
"IWAM_SHVB1902",,"True"
"IWAM_SHVB1909",,"True"
"IWAM_SGB-DC19",,"True"
"IWAM_BRSPLDC01CC","21/01/2011 17:56:27","True"
"IWAM_BRUSNDC02CC","15/08/2009 21:23:59","True"
"IWAM_SHVB-REV",,"True"
"jaalmeida","02/01/2020 08:32:00","True"
"jaalves","02/01/2020 08:10:42","True"
"j.junior","02/01/2020 09:50:49","True"
"izabel.miller","02/01/2020 08:17:35","True"
"izaque.santos","06/01/2020 08:37:53","True"
"IUSR_SHVB1902",,"True"
"isantana","02/01/2020 11:34:54","True"
"isantos","02/08/2018 10:17:11","False"
"isamaral","06/01/2020 10:22:54","True"
"isabela.pereira","02/01/2020 08:27:46","True"
"isabella.souza","02/01/2020 09:12:31","True"
"isilva","02/01/2020 14:44:26","True"
"issouza","06/01/2020 08:48:59","True"
"IUSR_BRCCNDC2CC","11/02/2009 11:17:05","True"
"isrsantos","02/01/2020 08:20:08","True"
"ismael.brasil",,"True"
"isribeiro","22/08/2019 10:01:37","False"
"iopereira","13/08/2019 08:26:15","False"
"IPereira","30/07/2018 06:36:03","False"
"ioliveira","02/01/2020 08:04:02","True"
"instalacoesrj2",,"True"
"intranet",,"True"
"iramundo","05/08/2019 09:33:01","False"
"irodrigues","14/08/2018 10:04:06","False"
"irribeiro","11/11/2019 07:41:43","False"
"iribeiro","13/08/2015 12:07:06","False"
"ircampos","08/01/2020 09:19:19","True"
"ircsilva","08/01/2020 09:42:09","True"
"IUSR_BRDTCDC01CCIM","08/05/2008 03:43:18","True"
"IUSR_BRMTZDC4CCEXT2",,"True"
"IUSR_BRMUBMS2FS",,"True"
"IUSR_BRMTZDC4CCEXT",,"True"
"IUSR_BRMTZDC2CCEX","16/03/2009 16:48:48","True"
"IUSR_BRMTZDC3CCEX",,"True"
"IUSR_BRPARDC2CC","11/02/2009 11:06:43","True"
"IUSR_BRUSNDC02CC","03/04/2013 04:41:27","True"
"IUSR_SGB-DC19",,"True"
"IUSR_BRSPLDC1CC","11/02/2009 11:12:00","True"
"IUSR_BRRCXDC01CC","18/04/2013 18:47:13","True"
"IUSR_BRSPLDC01CC","02/05/2011 08:20:54","True"
"IUSR_BRDTCDC4CCEX",,"True"
"IUSR_BRDTCDC5CCEX","26/02/2008 15:37:47","True"
"IUSR_BRDTCDC2CCIM","27/02/2008 11:35:51","True"
"IUSR_BRDTCDC1CCEX","01/03/2008 14:36:39","True"
"IUSR_BRDTCDC1CCIM",,"True"
"IUSR_BRMCTDC01CC","11/02/2009 11:15:36","True"
"IUSR_BRMTZDC1CC","05/05/2008 07:18:21","True"
"IUSR_BRMTZDC1CCIM","06/11/2007 08:18:09","True"
"IUSR_BRMTZDC02CC",,"True"
"IUSR_BRMCTDC1CC","19/10/2008 10:28:55","True"
"IUSR_BRMCTMS3FS",,"True"
"jdallagranna","11/10/2018 05:43:11","False"
"jdantas","06/02/2019 08:31:13","False"
"jczarnik","29/12/2019 20:01:51","True"
"jcurcino","06/01/2020 08:49:12","True"
"jcvmadeira","30/12/2019 08:57:46","True"
"jdavanso","02/01/2020 08:29:49","True"
"jean.alves",,"True"
"jean.grellmann","12/12/2019 10:28:47","False"
"jealves","06/01/2020 09:42:26","True"
"jdias","06/01/2020 08:17:47","True"
"jdsilva","07/02/2019 07:36:18","False"
"jccouto","06/01/2020 08:02:28","True"
"jcdsouza","06/01/2020 08:51:18","True"
"jccastro","02/01/2020 09:24:00","True"
"jcarneiro","25/04/2019 08:31:57","False"
"jcarvalho","02/01/2020 10:11:22","False"
"jchaves","30/12/2019 00:49:01","True"
"jcosta","23/04/2018 09:02:58","False"
"jcsilva","02/01/2020 13:00:52","True"
"jcorreia","31/12/2019 07:47:27","True"
"jcnascimento","28/12/2019 12:06:08","True"
"jcoliveira",,"False"
"jecsilva","07/01/2020 07:48:38","True"
"jevangelho","11/11/2019 09:14:03","False"
"jevsilva","12/07/2018 14:31:40","False"
"jeu.gregorio",,"True"
"jessica.tavares","06/01/2020 08:17:38","True"
"jesteves","16/04/2018 14:23:21","False"
"jfaria","01/01/2020 15:49:36","True"
"JFerreira1",,"False"
"jfgoliveira","12/08/2019 07:00:03","False"
"JFerreira","26/12/2019 07:05:43","True"
"jfcosta","02/01/2020 11:40:44","True"
"jfernandes","05/05/2017 08:45:16","False"
"jegsantos","26/07/2012 16:26:04","False"
"jemediato","26/12/2019 15:43:10","True"
"jefferson.silva",,"False"
"jeferson.ardigor",,"True"
"jefferson.pereira",,"False"
"jeoliveira","02/01/2020 09:21:47","True"
"jesoliveira",,"False"
"jessica.almeida","02/01/2020 08:35:45","True"
"jeribeiro",,"True"
"JEpereira","07/01/2020 12:27:17","True"
"JEQUIE_20ANDAR",,"True"
"jcarlos","05/02/2018 13:38:42","False"
"jamorim","21/11/2019 14:15:03","True"
"jamsouza",,"False"
"jamlima","27/01/2019 08:02:18","False"
"jamartins","16/10/2019 18:35:52","False"
"jamessias","18/02/2019 13:58:21","False"
"janaina.santos","05/01/2020 15:23:24","True"
"jansilva","29/12/2019 21:08:03","True"
"japereira","29/05/2019 08:09:27","False"
"janrodrigues","04/01/2020 09:51:19","True"
"JAndrade","31/12/2019 09:16:26","True"
"janfsantos","02/01/2020 08:35:17","True"
"jaissantos","30/12/2019 10:06:02","True"
"jaiub","31/12/2019 00:37:10","True"
"jaime.tavares",,"True"
"JAgrelis","24/06/2017 10:33:36","False"
"jaguiar","30/04/2019 07:44:42","False"
"jalexandre",,"False"
"JAlvarenga","12/03/2019 10:27:38","False"
"jamachado",,"False"
"jalonge","23/12/2019 08:05:16","True"
"jalexandria",,"False"
"jalmeida","26/12/2019 09:33:32","False"
"japolinario","27/12/2019 07:46:34","True"
"jborges",,"False"
"jbraga","05/01/2020 20:43:12","True"
"jbonin","01/06/2018 08:03:04","False"
"jbelfort","02/01/2020 15:57:18","True"
"jboliveira","05/01/2017 07:54:18","True"
"jbrandao","02/01/2019 08:18:11","False"
"jcamara","05/02/2018 07:06:20","False"
"jcardoso","06/01/2020 10:09:43","True"
"jcalaido","18/04/2019 09:58:07","False"
"JBSilva","11/01/2014 14:14:58","False"
"jcacarvalho",,"False"
"jarocha",,"False"
"jasilva","03/06/2019 08:22:05","False"
"jaraujo",,"False"
"jaquino","05/01/2020 09:22:41","True"
"jaramos",,"False"
"JAudibert","17/09/2018 13:52:52","False"
"jbarbosa",,"False"
"jbcardoso","06/01/2020 14:10:38","True"
"jbamberg","06/01/2020 08:00:04","True"
"javila","30/12/2019 08:29:06","True"
"jazeredo","30/12/2019 07:37:57","True"
"gssantana","02/01/2020 06:41:00","True"
"gstahl","06/05/2019 07:06:25","False"
"gsouza","02/01/2020 07:44:36","True"
"gslima","02/01/2020 07:43:09","True"
"gsoliveira","06/01/2020 09:59:35","True"
"gstepanski","23/09/2019 10:17:29","False"
"gtsilva","07/01/2020 09:44:50","True"
"Guest","10/05/2010 10:28:21","False"
"gtasca","26/12/2019 06:02:13","True"
"gstringhi","06/01/2020 08:27:13","True"
"gtalmeida","30/01/2019 09:49:23","False"
"groliveira","06/01/2020 07:08:24","True"
"gromao","14/10/2013 09:57:26","False"
"grodrigues","01/10/2018 12:01:00","False"
"gribeiro","09/12/2019 08:53:31","True"
"grocha","08/01/2020 10:14:09","True"
"gsantana","30/12/2019 13:39:54","True"
"gsimas","26/12/2019 10:06:06","True"
"gsiqueira","23/10/2019 15:27:15","False"
"gsilveira",,"True"
"gsantos","06/01/2020 05:28:18","True"
"gsilva","03/01/2020 10:51:41","True"
"guilherme.avoli",,"False"
"habarros","02/01/2020 06:13:23","True"
"handrade","29/12/2019 19:45:44","True"
"GZanette","02/01/2020 09:32:05","False"
"gvsantos","08/01/2020 07:09:55","True"
"gximenes","08/01/2020 07:45:12","True"
"hbarros","11/08/2019 19:38:42","False"
"hcoliveira","30/12/2019 07:51:58","True"
"hcosta","06/01/2020 07:15:07","True"
"hcarvalho","05/01/2020 09:57:19","True"
"hbrito","05/01/2020 22:08:07","True"
"hcarreiro","04/11/2019 08:39:26","True"
"guilherme.oliveira",,"True"
"guilherme.santos","02/01/2020 08:58:08","True"
"guilherme.moreira","06/01/2020 10:14:48","True"
"guilherme.fachetti","30/12/2019 07:53:10","True"
"guilherme.machado",,"False"
"guoliveira","07/01/2020 06:54:46","True"
"gvenceslau","02/01/2020 08:17:56","True"
"gvolpiano","02/01/2020 14:38:31","True"
"gustavo.lins","02/01/2020 08:28:41","True"
"gussantos","29/12/2019 20:53:56","True"
"gustavo.gouveia","06/01/2020 12:06:31","True"
"grferreira","01/01/2020 15:25:58","True"
"gjpsilva","02/01/2020 08:20:54","True"
"GJSilva","22/03/2019 23:16:01","False"
"gjoca","30/05/2019 17:12:04","False"
"gjcosta","31/08/2019 19:50:52","False"
"gjcsilva","30/12/2019 08:50:51","True"
"gkartalian","31/12/2019 02:46:44","True"
"glsilva","02/01/2020 07:14:18","True"
"gmaciel","06/01/2020 07:23:12","True"
"glopes","30/12/2019 09:24:49","True"
"gleffa","02/01/2020 07:16:42","True"
"gleydson.galdino",,"True"
"gilmsilva","01/01/2020 10:48:28","True"
"gilpsilva","06/01/2020 11:12:09","True"
"gilmar.argolo",,"True"
"gholiveira","30/12/2019 09:14:39","True"
"giaraujo","05/01/2020 08:18:14","True"
"gilvan.fernandes",,"False"
"gisilva","22/03/2019 18:34:13","False"
"gislene.agostinho","04/01/2020 17:14:58","True"
"gisele.silva","02/01/2020 07:04:28","True"
"giovanna.siqueira","02/01/2020 08:51:17","True"
"gipereira","14/06/2018 03:48:56","False"
"gmatias",,"True"
"gpoliveira","03/01/2020 06:02:04","True"
"gprabelo","02/01/2020 09:39:06","True"
"gpinto","29/01/2018 12:25:45","False"
"gpereira","02/01/2020 07:46:25","True"
"gpimentel","30/12/2019 01:06:50","True"
"gpsilva","05/01/2020 11:16:41","True"
"grasielle.silva","30/12/2019 13:44:15","True"
"grcosta","14/12/2018 15:05:36","False"
"Granel.instind",,"True"
"gqbezerra","07/01/2020 09:32:38","True"
"gqueiroz","30/05/2019 07:57:35","False"
"gmsilva","02/01/2020 08:02:20","True"
"gncosta","30/12/2019 03:15:42","True"
"gmpereira","30/12/2019 07:11:00","True"
"gmeira","30/12/2019 14:35:09","True"
"GMello","06/01/2020 07:19:05","True"
"gnoliveira","29/08/2019 10:37:17","False"
"GoodAdmin",,"True"
"gosantos","27/09/2018 08:05:13","False"
"GOliveira","02/01/2020 08:04:36","True"
"gnsantos","06/01/2020 16:46:49","True"
"GOIANIA_20ANDAR",,"True"
"igor.alonso","06/01/2020 09:02:23","True"
"igor.silva",,"True"
"igarcia","02/01/2020 12:32:19","True"
"iferreira","30/12/2019 10:17:34","False"
"ifrantov","06/01/2020 11:03:40","True"
"ijsilva","30/12/2019 08:39:59","True"
"iludovico","08/10/2018 09:01:47","False"
"imartins","01/10/2019 08:45:44","False"
"ilima",,"False"
"ijunior",,"True"
"ileiras","26/12/2019 08:28:24","True"
"ibitemcourt","31/05/2019 07:31:04","False"
"iblanco","02/01/2020 08:44:38","True"
"ibendo","30/12/2019 10:38:14","True"
"ibarreto","06/01/2020 07:40:06","True"
"ibatista","19/03/2018 08:29:51","False"
"icampos","01/02/2018 09:26:27","False"
"idomingues","06/01/2020 14:09:11","True"
"ieneas","02/01/2020 07:43:29","True"
"icorrea","02/01/2020 08:44:22","True"
"icaro.soares",,"True"
"iconceicao","03/01/2020 04:15:07","True"
"imesquita",,"False"
"Informativo-admin","23/12/2008 10:51:57","True"
"infra","21/12/2015 02:52:03","False"
"Informativo_Sistemas","22/06/2010 13:14:30","True"
"Informativo_orc","31/08/2007 17:37:39","True"
"Informativo_Proj-Pro",,"True"
"inovacoes",,"True"
"instalacoesmg2",,"True"
"instalacoesrj1",,"True"
"instalacoesmg1",,"True"
"inpsantos","02/01/2020 06:50:54","True"
"insantos","06/01/2020 05:00:17","True"
"IMPLICO01","17/12/2019 05:42:47","True"
"IMPLICO02","02/01/2020 06:11:32","True"
"impereira","28/12/2019 07:35:30","True"
"imotta","04/01/2020 11:39:18","True"
"IMoura","02/01/2020 13:52:35","True"
"imprensa","25/06/2010 15:16:58","True"
"informativo_fin",,"True"
"Informativo_Incident","20/10/2009 10:56:00","True"
"incidente.fornecedor","23/08/2016 10:14:27","True"
"imribeiro","06/01/2020 08:33:06","True"
"inascimento","17/11/2016 09:56:45","False"
"iaugusto","31/12/2019 10:14:50","True"
"hmorais","06/01/2020 04:53:43","True"
"hmoreira","14/11/2018 09:40:05","False"
"hmoraes",,"True"
"hmaeda","07/03/2018 09:46:43","False"
"hmaia","20/05/2019 07:23:37","True"
"hoiko","06/01/2020 09:46:46","True"
"homologacaosupcanSAP",,"False"
"hpastorino","26/03/2019 00:23:20","False"
"homologacaosupcan","15/03/2011 15:41:13","True"
"holiveira","08/01/2020 09:13:18","True"
"homolg_triangulus",,"False"
"henrique.silva",,"True"
"herocha","30/12/2019 09:03:28","True"
"hematuro","18/01/2019 08:29:14","False"
"heberton.batista",,"True"
"helpdesk","12/11/2009 18:47:53","True"
"hfigueredo","30/12/2019 11:10:38","True"
"hksouza","27/04/2018 08:04:28","False"
"hlopes","02/04/2019 12:45:02","False"
"hkoning","07/01/2020 16:36:32","True"
"hgadonski","06/01/2020 13:29:11","True"
"hgalvao","12/02/2019 18:00:36","False"
"hpereira","06/01/2020 13:35:35","True"
"hypplan1",,"True"
"hypplan2",,"True"
"hypplan","25/10/2013 10:01:37","True"
"hvasconcelos",,"True"
"hvieira","02/01/2020 08:18:50","True"
"hypplan3",,"True"
"ialves","02/01/2020 19:08:54","True"
"iamoura","10/01/2019 10:58:28","False"
"iago.tavares","02/01/2020 10:17:12","True"
"hypplan4",,"True"
"hypplan5",,"True"
"hrodrigues","05/12/2019 08:30:01","False"
"hroliveira","15/04/2017 10:59:36","False"
"hrocha","30/12/2019 07:15:45","True"
"HP-OVE-User",,"True"
"hraphael",,"True"
"hsa","03/05/2019 08:13:32","False"
"hssantos","06/01/2020 06:05:50","True"
"HTTPConnector",,"True"
"hsouza","27/08/2019 10:52:06","False"
"hsantos","06/01/2020 10:57:14","True"
"hsloboda","30/12/2019 08:46:33","True"
"lantunes","06/01/2020 09:15:05","True"
"laramos","31/07/2019 09:23:01","False"
"lanjos","14/10/2019 08:24:15","False"
"lanascimento","02/01/2020 07:17:40","True"
"landrade","29/05/2019 16:01:25","False"
"laraujo","02/01/2020 09:37:14","True"
"lassis","12/05/2019 09:56:09","False"
"lazevedo","24/04/2017 10:01:29","False"
"lassilva","15/04/2019 07:18:22","False"
"laribeiro","09/06/2019 23:31:17","False"
"lasantos",,"True"
"laercio.silva",,"True"
"lafernandes","23/12/2019 08:12:10","True"
"labreu","02/01/2020 09:27:19","True"
"ksilva","02/01/2017 09:12:11","False"
"ksouza","06/01/2020 03:55:06","True"
"lais.viana","30/12/2019 06:58:01","True"
"lalvim","20/09/2018 08:19:29","False"
"lamaral","29/11/2018 09:43:41","False"
"lalves",,"True"
"lalencar","30/12/2019 09:41:59","True"
"lalmeida","05/06/2019 13:43:48","False"
"lbadiani","02/01/2020 07:59:43","True"
"LCArchivingService",,"True"
"lcardoso","05/01/2020 09:01:54","True"
"lcapsilva","30/05/2019 09:02:46","False"
"lcamelo",,"True"
"lcanto","02/01/2020 07:32:16","True"
"lcarlos","30/12/2019 07:28:46","True"
"lce",,"True"
"lcjardim",,"False"
"lccarvalho","09/11/2017 08:56:21","False"
"lcarvalho","02/01/2019 08:33:02","False"
"lcasali","06/01/2020 08:27:19","True"
"lbminarini","06/01/2020 08:12:42","True"
"lboliveira","02/08/2018 09:07:37","False"
"lblima","05/01/2020 11:05:15","True"
"lbcruz","24/03/2016 08:05:46","False"
"lberwanger","03/01/2020 01:00:22","True"
"lborges","28/10/2016 09:01:56","False"
"lbspereira","02/01/2020 07:57:39","True"
"lcamara","04/07/2018 11:55:41","False"
"lbsilva","12/08/2015 20:01:19","True"
"lbrandao","02/01/2020 09:17:41","True"
"LBrouck","29/12/2019 21:49:04","True"
"krodrigues","24/07/2016 09:29:38","False"
"kamaral","06/01/2020 05:56:25","True"
"kasilva","06/01/2020 11:10:26","True"
"kalves","30/11/2019 14:53:30","False"
"kaique.silva","06/01/2020 07:57:25","True"
"kalmeida","23/07/2018 08:46:58","False"
"kbaragli","04/02/2018 08:07:46","False"
"KCardoso","02/01/2020 06:50:42","True"
"kcmonteiro","26/11/2018 08:31:00","False"
"kcalmeida","02/01/2020 07:56:25","True"
"kblima","26/12/2019 08:11:24","True"
"kbsilva","05/01/2020 12:39:29","True"
"jvidal","02/09/2016 08:04:42","False"
"jvieira","02/01/2020 07:58:04","True"
"jvelasco","02/01/2020 08:00:23","True"
"jvalentim",,"False"
"jvaz","05/01/2020 10:52:59","True"
"jvlopes","22/08/2016 13:48:06","False"
"jximenes","02/09/2016 10:01:25","False"
"jzeidler","06/01/2020 08:13:19","True"
"JVSoares","30/12/2019 14:47:55","True"
"jvoliveira","30/12/2019 10:07:57","True"
"jvsilva","23/12/2019 11:09:04","True"
"kcosta",,"True"
"kmonteiro","27/12/2019 18:04:12","True"
"kmota","27/03/2019 09:29:16","False"
"Kmoncao","06/01/2020 08:10:23","True"
"klima","30/12/2019 07:42:06","True"
"kmartins","06/01/2020 07:31:04","True"
"kmsilva","30/12/2019 07:54:10","True"
"kphilogene","06/01/2020 03:11:54","True"
"krbtgt",,"False"
"kpereira","30/12/2019 11:04:43","True"
"knienow","29/12/2019 05:38:52","True"
"koliveira","30/12/2019 07:28:19","True"
"kevely.nunes","06/01/2020 09:08:52","True"
"KFernandes","02/01/2020 09:26:18","True"
"Keugenio","08/01/2020 10:43:46","True"
"kelvin.santos",,"True"
"kemylson.menezes",,"True"
"kfialho","15/07/2019 08:20:35","False"
"KLeal","30/12/2019 07:11:23","True"
"klferreira","02/01/2020 11:37:42","True"
"khofe","08/01/2020 07:54:02","True"
"kfigueiredo","26/12/2019 09:03:28","True"
"kgsouza","01/01/2020 00:52:27","True"
"lgferreira","09/12/2019 10:34:45","False"
"lgmattos","02/01/2020 08:42:32","True"
"lgcarvalho","06/01/2020 09:48:13","True"
"lgati","06/01/2020 13:58:49","True"
"lgcampos","15/02/2019 11:35:27","False"
"lgmelo","02/12/2018 12:27:34","False"
"LHEleuterio","29/12/2019 21:37:06","True"
"libera_clien_emergen",,"True"
"lgteixeira","02/01/2020 08:11:57","True"
"lgoulart","05/01/2020 15:58:32","True"
"lgsilva","02/01/2020 10:51:59","True"
"lfnascimento","02/01/2020 09:10:28","True"
"lfranca",,"True"
"lfirpe","02/01/2020 07:21:26","True"
"lfernandes","01/09/2016 14:22:09","True"
"lferreira","05/06/2019 09:09:03","False"
"lfrancisco","06/01/2020 13:39:23","True"
"lfssilva","30/12/2019 06:57:49","True"
"lfurtado","06/06/2019 09:04:10","False"
"lfsilva","30/12/2019 06:56:01","True"
"lfreire","29/12/2019 15:54:19","True"
"lfreires","02/01/2020 09:10:18","True"
"lidiane.quintanilha","06/01/2020 06:44:39","True"
"lltavares","02/01/2020 06:59:12","True"
"lmacedo","02/01/2020 06:45:39","True"
"LLSilva","08/01/2020 08:52:36","True"
"llima","07/01/2020 21:57:01","True"
"llisboa","05/01/2020 13:14:41","True"
"lmaciel","18/04/2019 09:27:21","False"
"lmartins","06/01/2020 08:16:54","True"
"Lmateus","06/01/2020 09:25:53","True"
"lmarcelino","07/01/2020 20:29:50","True"
"lmaia","07/01/2020 08:47:09","True"
"lmaralin","02/01/2020 07:05:34","True"
"livia.rodrigues","02/01/2020 11:30:15","True"
"ljferreira","16/07/2018 08:13:43","False"
"lispereira","12/11/2018 07:59:13","False"
"liferreira",,"False"
"lilith.venancio","06/01/2020 08:55:14","True"
"ljneves","30/12/2019 08:12:00","True"
"llelis","02/01/2020 08:38:05","True"
"llennertz","06/01/2020 08:51:57","True"
"llcruz",,"False"
"ljsilva","09/06/2017 12:21:31","False"
"llandy","30/12/2019 08:10:14","True"
"lfeitosa","30/12/2019 10:19:51","True"
"LDiniz","06/01/2020 10:07:12","True"
"ldnichele","25/07/2019 08:16:22","False"
"LDillmann","06/01/2020 08:22:29","True"
"ldaraujo","06/01/2020 08:47:54","True"
"ldayer","27/12/2019 13:18:21","True"
"ldpinheiro","02/01/2020 13:56:24","True"
"leandro.siqueira","02/01/2020 07:15:02","True"
"learaujo","06/01/2020 09:35:40","True"
"leandro.rita",,"True"
"leandro.andrade",,"False"
"leandro.faria","06/01/2020 08:03:18","True"
"lcosta","02/09/2019 08:00:36","False"
"lcotta2","17/03/2011 16:51:26","False"
"lcordeiro","02/01/2020 10:29:06","True"
"lcmaia","11/03/2019 13:06:19","False"
"lcmenezes","02/01/2020 18:04:12","True"
"lcramos","02/01/2020 09:09:53","True"
"lcucolotto","06/01/2020 10:13:03","True"
"lcunha","25/12/2019 17:38:07","True"
"lctavares",,"False"
"lcruz",,"True"
"LCService","06/05/2011 15:43:22","True"
"leasilva","07/01/2020 07:53:09","True"
"lesoliveira","28/12/2019 11:24:41","True"
"LeSouza","05/01/2020 09:00:24","True"
"lescobar","09/07/2018 08:06:04","False"
"leonardo.sobrera",,"True"
"leosouza","07/01/2020 10:24:29","True"
"lessantos","30/12/2019 06:22:26","True"
"lfarias","06/01/2020 06:22:48","True"
"lfcarvalho","05/01/2020 19:20:05","True"
"leticia.melo","27/10/2019 07:57:47","False"
"leticia.alves","02/01/2020 13:56:43","True"
"leticia.barros","06/01/2020 07:33:30","True"
"lelsilva","30/12/2018 04:06:07","False"
"lenascimento","02/01/2020 07:25:33","True"
"leifert","06/01/2020 13:50:48","True"
"lecosta","02/01/2020 10:22:43","True"
"lecunha","26/11/2019 13:41:22","True"
"leolima","06/12/2019 15:44:30","True"
"leonardo.pinheiro",,"False"
"leonardo.rodrigues","02/01/2020 18:41:05","True"
"leonardo.pimenta","06/01/2020 08:13:38","True"
"leonam.silva",,"True"
"leonardo.castro","05/01/2020 09:00:11","True"
"jmendonca",,"True"
"JMoliveira","06/01/2020 08:32:54","True"
"jmelo","28/12/2019 08:49:16","True"
"jmartins","02/01/2020 07:08:05","True"
"JMedeiros","19/12/2019 08:40:42","True"
"jmoliveira1","25/05/2010 15:06:52","False"
"jmsilva","03/01/2020 18:09:32","True"
"jnascimento","05/01/2020 16:11:52","True"
"jmsantos","19/03/2018 08:42:11","False"
"JMonteiro","07/03/2019 06:33:20","False"
"JMoreira","02/01/2020 22:21:00","True"
"jmacelino","06/01/2020 14:02:43","True"
"jmachado","05/01/2020 04:24:55","True"
"jlximenes","06/01/2020 08:28:57","True"
"jlutke","06/01/2020 09:17:08","True"
"jluvizotto","07/01/2020 10:49:48","True"
"jmaciel","31/12/2019 15:29:59","True"
"jmarcelino","07/01/2020 21:17:39","True"
"jmarques","30/12/2019 14:31:54","True"
"jmanhaes","17/05/2016 07:52:08","False"
"jmagalhaes","06/10/2019 14:48:02","False"
"jmandaro","07/01/2020 07:47:51","True"
"jnogueira","04/09/2017 08:41:31","False"
"jojesus","08/05/2019 08:34:06","False"
