"samaccountname","passwordlastset","passwordneverexpires"
"SAP-NOTA_CREDITO","19/02/2015 14:17:02","True"
"_rfcuser","30/06/2015 11:43:52","True"
"WF-BATCH","03/07/2015 15:30:51","True"
"IMPLICO01","25/10/2019 10:54:52","True"
"projeto-transicaocsc","07/07/2015 07:42:07","True"
"IMPLICO02","11/11/2019 18:36:03","True"
"_ricoh","12/07/2012 15:19:24","True"
"programasapiens","19/03/2014 10:04:02","True"
"_credito","31/07/2013 12:47:36","True"
"_wss","29/01/2014 12:55:53","True"
"recrutamento","14/05/2010 16:05:16","True"
"_sandesliga","10/02/2009 13:58:01","True"
"_evault","30/01/2015 16:51:27","True"
"_ETLSalesForcePRD","28/03/2011 14:50:26","True"
"rel-super","12/03/2008 15:19:52","True"
"contingencia","28/10/2019 08:07:15","True"
"_analisespam","05/12/2008 07:39:35","True"
"_accessgateway","30/05/2018 11:52:32","True"
"teste_central_neg","03/02/2012 09:35:15","True"
"teste_central_aten","03/02/2012 09:36:09","True"
"instalacoesmg1","24/07/2012 15:38:43","True"
"instalacoesmg2","24/07/2012 15:39:35","True"
"instalacoesrj2","24/07/2012 15:43:52","True"
"instalacoesrj1","24/07/2012 15:43:14","True"
"cliente_wiseit","07/08/2012 09:56:55","True"
"areasolucionadora_wi","07/08/2012 09:57:53","True"
"teste_central_back","03/02/2012 09:37:25","True"
"operadores2","24/07/2012 11:18:00","True"
"operadores3","24/07/2012 11:27:50","True"
"operadores4","24/07/2012 11:22:06","True"
"operadores5","24/07/2012 11:45:11","True"
"teste_srcc_soluciona","05/07/2012 12:24:24","True"
"operadores6","24/07/2012 11:46:49","True"
"teste_srcc_administr","05/07/2012 12:25:12","True"
"chatoperador1","24/07/2012 11:52:24","True"
"teste_central_adm","03/02/2012 09:32:23","True"
"teste_srcc_assistent","05/07/2012 12:21:46","True"
"chatoperador2","24/07/2012 12:39:22","True"
"teste_srcc_supervis","05/07/2012 12:28:39","True"
"chatoperador3","24/07/2012 12:46:47","True"
"teste_srcc_operadoru","05/07/2012 12:27:27","True"
"weboperador1","24/07/2012 12:49:56","True"
"teste_srcc_operador","05/07/2012 12:18:18","True"
"weboperador2","24/07/2012 12:52:58","True"
"teste_srcc_monitor","05/07/2012 12:26:38","True"
"weboperador3","24/07/2012 12:57:17","True"
"teste_srcc_supervisa","05/07/2012 12:23:34","True"
"apoiorcc1","24/07/2012 14:50:37","True"
"teste_srcc_apoio","05/07/2012 12:19:35","True"
"Apoiorcc2","24/07/2012 14:51:48","True"
"supervisao2","24/07/2012 14:54:13","True"
"supervisao1","24/07/2012 14:53:33","True"
"admnegocio1","24/07/2012 14:58:55","True"
"admnegocio2","24/07/2012 14:59:40","True"
"backassistec1","24/07/2012 15:07:46","True"
"backloggranel2","24/07/2012 15:02:26","True"
"backloggranel1","24/07/2012 15:01:27","True"
"backassistec2","24/07/2012 15:09:02","True"
"backcomercial1","24/07/2012 15:09:46","True"
"backcomercial2","24/07/2012 15:10:22","True"
"assistoperacao1","24/07/2012 15:14:41","True"
"assistoperacao2","24/07/2012 15:15:46","True"
"contasreceber1","24/07/2012 15:21:46","True"
"contasreceber2","24/07/2012 15:22:28","True"
"contaspagar1","24/07/2012 15:24:02","True"
"contaspagar2","24/07/2012 15:24:40","True"
"financeiromg1","24/07/2012 15:27:45","True"
"financeiromg2","24/07/2012 15:28:45","True"
"financeirorj1","24/07/2012 15:32:24","True"
"financeirorj2","24/07/2012 15:33:08","True"
"logenvasadomg1","24/07/2012 16:04:03","True"
"logenvasadomg2","24/07/2012 16:05:08","True"
"logenvasadorj1","24/07/2012 16:07:10","True"
"logenvasadorj2","24/07/2012 16:07:54","True"
"loggranelmg1","24/07/2012 16:12:09","True"
"loggranelmg2","24/07/2012 16:12:52","True"
"loggranelrj1","24/07/2012 16:13:47","True"
"loggranelrj2","24/07/2012 16:14:29","True"
"servicedesk1","24/07/2012 16:27:17","True"
"servicedesk2","24/07/2012 16:48:46","True"
"cadastrousn1","24/07/2012 16:55:07","True"
"cadastrousn2","24/07/2012 16:56:28","True"
"distribuicaomg1","25/07/2012 07:38:30","True"
"distribuicaomg2","25/07/2012 07:39:28","True"
"distribuicaorj1","25/07/2012 07:40:24","True"
"distribuicaorj2","25/07/2012 07:41:57","True"
"operacaomg1","25/07/2012 07:43:16","True"
"operacaomg2","25/07/2012 07:44:41","True"
"operacaorj1","25/07/2012 07:46:18","True"
"operacaorj2","25/07/2012 07:47:20","True"
"teste_central_ope","03/02/2012 09:38:16","True"
"teste_central_sup","03/02/2012 09:37:30","True"
"celog1","24/07/2012 16:57:32","True"
"celog2","24/07/2012 16:58:28","True"
"operadores1","24/07/2012 11:16:26","True"
"_wiseittrn","17/06/2010 12:00:54","True"
"capacete","19/12/2011 10:49:28","True"
"_wiseitdev","13/01/2010 08:56:09","True"
"_EPM-SSP","02/01/2008 16:20:36","True"
"_jenkins-prd","28/04/2017 14:55:01","True"
"superideia","01/07/2013 16:29:58","True"
"nobreak_19","16/04/2019 15:14:09","True"
"boaspraticas","01/07/2013 17:10:46","True"
"nobreak_cpd","18/04/2019 16:21:52","True"
"_nfe","21/09/2008 22:04:08","True"
"_compuware","14/12/2009 10:17:55","True"
"Marketing_Informa","24/05/2010 11:30:49","True"
"protocolosindevidos","16/10/2018 18:29:21","True"
"_nfse","29/11/2019 09:54:40","True"
"faleconoscosupercana","06/01/2011 14:58:14","True"
"TesteSupCan20","06/02/2013 16:58:08","False"
"_Helpdesk","16/03/2006 10:23:15","True"
"adm_frota_leve","18/07/2018 13:11:40","True"
"gest_corp_vip","04/03/2011 09:21:08","True"
"testeportal4","13/08/2010 14:08:24","True"
"_0800USN","13/08/2009 15:28:27","True"
"_caSGB","11/04/2019 12:16:25","True"
"_servico-core","19/06/2008 14:09:34","True"
"_henry","25/10/2010 15:39:09","False"
"_wpbind2","04/06/2010 13:46:24","True"
"Supergasbras","30/12/2009 08:24:47","True"
"_projetotroca","21/10/2016 12:42:57","True"
"testeportal5","13/08/2010 14:07:59","True"
"_sessao-vm","28/03/2008 16:35:38","True"
"programasapiens_gest","21/03/2014 08:58:25","True"
"_rpaceman01","31/01/2020 16:40:57","True"
"blueprint.processos","26/09/2011 13:39:46","True"
"RHCanoas","28/06/2018 11:35:32","True"
"presidente","26/03/2008 11:14:27","False"
"_poc_uoldiveo","15/06/2015 12:32:21","True"
"pedidos-betim","24/06/2019 11:54:10","True"
"_intalio_AD","10/09/2008 14:54:45","False"
"recrutamentoeselecao","22/07/2015 14:55:41","True"
"suprimentos","28/06/2017 11:51:35","True"
"falecomprocessos","18/03/2013 13:30:30","True"
"_edgesite","16/09/2009 08:58:54","True"
"Supermilhas","06/05/2019 10:43:37","True"
"_isaserver","25/07/2008 16:17:09","True"
"_gps-homolog","28/05/2008 14:08:36","True"
"rel-minas","12/03/2008 15:20:09","True"
"_kpmg_pt",,"False"
"qualidadercc","25/05/2018 12:52:46","True"
"_SQLServer","09/11/2006 17:53:16","True"
"_descarteti","06/08/2018 17:06:40","True"
"_sancripto","04/11/2009 12:49:09","True"
"_solidus","27/09/2012 15:34:44","True"
"ouvidoriasan","15/12/2008 18:57:11","False"
"_hyperion-prd","23/01/2017 08:05:41","True"
"_jenkins-dev","28/04/2017 14:53:25","True"
"_citrix-ds","04/06/2008 18:46:31","True"
"_Backup","06/04/2009 18:07:55","True"
"_vmc","29/05/2013 07:31:21","True"
"_SWSUser","02/12/2006 21:36:59","True"
"_ocs","12/04/2010 12:21:13","True"
"calendario2010","18/12/2009 12:49:16","True"
"_novolumis","18/08/2017 14:04:18","True"
"_datafactory","19/07/2019 19:12:09","True"
"RHLondrina","28/06/2018 11:38:46","True"
"_ecs","05/10/2005 15:29:30","True"
"projeto.exchange","17/05/2013 14:09:27","True"
"Abastecimento","21/01/2010 13:41:39","True"
"adm_NF","25/03/2014 15:47:25","True"
"RHAraucaria","28/06/2018 11:38:16","True"
"_ntpquota","09/06/2010 15:59:04","True"
"administracaosuperca","06/01/2011 14:59:02","True"
"RHSJC","05/07/2018 16:48:38","True"
"boaspraticassupcan","15/03/2011 15:23:35","True"
"RHMAUA","28/06/2018 11:36:50","True"
"_adm-hyp","09/05/2008 13:34:51","True"
"_OlapCubePRD","08/03/2012 10:08:25","True"
"_desenv-hyp","22/07/2008 18:07:25","True"
"hypplan1","22/06/2005 14:49:04","True"
"hypplan2","22/06/2005 14:50:53","True"
"hypplan3","22/06/2005 14:52:31","True"
"hypplan4","05/06/2006 11:29:06","True"
"hypplan5","16/06/2005 15:16:45","True"
"_Hyperion","29/11/2006 17:21:34","True"
"rhbetim","21/05/2018 10:42:11","True"
"_cacic","06/02/2009 09:52:06","True"
"comitedecrise","31/08/2018 09:50:05","True"
"LCArchivingService",,"False"
"solicitacaoacesso","06/01/2011 14:56:09","True"
"_spnego","27/05/2010 11:07:28","True"
"CWAService","04/08/2010 12:21:46","True"
"_sivanfe","28/09/2015 15:06:02","True"
"equipesuperparceiro","06/01/2012 13:18:24","True"
"_servicemix","15/01/2009 08:37:11","True"
"nf-instalacoesindust","12/03/2020 14:34:37","True"
"_wpadminprd","13/11/2009 10:12:37","True"
"TesteSupCan15","07/02/2013 06:34:33","False"
"_migracao-Portal","27/07/2009 12:12:50","False"
"compra-amz","01/08/2012 09:51:31","True"
"_taddm","20/05/2013 14:57:33","True"
"_selftamesso","15/04/2009 10:05:03","True"
"smsschm_user","25/04/2008 11:08:12","True"
"Informativo_Incident","19/05/2010 15:17:44","True"
"_wpprod","20/10/2009 15:15:05","True"
"_SQLAgent","27/06/2005 11:43:43","True"
"_dlp-discover","01/09/2016 10:12:53","True"
"_ultimus","08/02/2010 08:47:01","True"
"supercanal","06/01/2011 14:54:41","True"
"testeps","30/04/2009 09:46:36","False"
"pgd","04/01/2007 11:32:41","False"
"_tamforeb","11/12/2018 12:52:52","True"
"_qualidade","06/10/2014 15:47:43","True"
"_skcrisplan","06/08/2014 15:55:20","True"
"supergasbrasmedidor","16/07/2018 10:07:05","True"
"selecao.maua","16/12/2019 09:13:46","True"
"TesteSupCan17","07/02/2013 06:32:30","False"
"_SFEWISEIT","11/03/2014 14:25:31","True"
"ti_telemetria","08/01/2018 14:59:27","True"
"TesteSupCan16","07/02/2013 06:34:43","False"
"_sysevault","16/04/2013 11:39:12","True"
"_dimep","18/09/2014 11:10:58","True"
"notasma","01/06/2012 10:52:12","True"
"manu-perfil","07/10/2014 09:24:17","True"
"_admcripto","04/11/2009 12:49:36","True"
"gescoopsuperparceiro","27/07/2011 10:05:21","True"
"_wiseitsappi","01/11/2016 06:44:11","True"
"_cpj","04/06/2008 19:46:52","True"
"imprensa","25/06/2010 15:04:21","True"
"_jira","25/08/2009 17:33:50","True"
"_automacaobancaria","14/03/2013 10:18:13","True"
"_primeprod","08/09/2010 15:09:20","True"
"_cluster-gedb","13/08/2009 10:50:32","True"
"_wiseit-soli_servico","11/07/2013 18:08:25","True"
"inovacoes","24/05/2019 08:16:56","True"
"_backup_sql","17/05/2010 11:49:51","True"
"censocadastral","18/10/2018 09:55:16","True"
"recebimentofiscal_Qu","02/03/2017 14:13:21","True"
"_vpn","03/08/2009 15:18:39","True"
"_bpm","25/03/2009 16:49:27","True"
"_greenmile-hml","17/03/2017 11:44:45","True"
"Curriculo_Rio","14/07/2008 14:57:52","True"
"sempregas","14/01/2020 16:01:47","True"
"_highsec","16/02/2011 14:34:18","True"
"testeportal1","13/08/2010 14:05:30","True"
"_RPACAD01","16/03/2020 11:30:35","True"
"_highsec_desenv","04/05/2011 15:27:05","True"
"_0800.net","02/07/2009 16:26:02","True"
"financeiro","30/07/2008 17:28:35","True"
"si-recert_sap","31/08/2018 11:19:02","True"
"pricing","15/07/2010 10:30:59","True"
"monitor","28/07/2006 07:23:31","True"
"_incidentes_DLP","10/11/2009 10:10:15","True"
"_svcxenapp65","31/07/2014 10:00:52","True"
"criacao_silo","03/02/2020 10:12:49","True"
"ciparj","08/05/2019 12:10:44","True"
"_marketing","22/09/2016 13:17:25","True"
"criacao_silo_server","03/02/2020 10:14:14","True"
"superacao","22/03/2017 17:55:01","True"
"aplicativosupergasbr","23/03/2017 08:56:34","True"
"privacy","21/05/2018 12:12:22","True"
"_vmc-arrecadacao","29/05/2013 10:28:15","True"
"_monitoramento-nfp","26/03/2018 10:47:49","True"
"authenticarescan","19/02/2020 10:36:38","True"
"_superbotao","19/02/2013 10:48:53","True"
"Fechamento_Mensal","11/03/2016 10:37:21","True"
"seror2",,"False"
"_superarraiario","02/07/2019 18:13:20","True"
"seror3","21/05/2008 16:14:48","False"
"ppr","05/08/2009 18:23:06","True"
"noreply-superbotao","05/02/2019 09:00:38","True"
"supercanaleduca","03/07/2012 11:40:25","True"
"remuneracao","19/06/2019 16:05:14","True"
"cpmbraxis",,"False"
"_lwc","14/09/2016 10:00:55","True"
"projeto-folha-qsms","02/08/2017 10:11:46","True"
"_jenkins-qa","28/04/2017 14:44:56","True"
"cadastrotpdd","28/05/2019 14:43:57","True"
"_cripto","26/10/2009 08:35:02","True"
"ENTEVENTSOURCE",,"True"
"nfcombustivel","08/09/2014 12:19:13","True"
"comite_investgranel","14/03/2016 10:02:52","True"
"gestaoidentidade","30/04/2019 09:18:24","True"
"Suporte_TI","02/07/2013 08:16:00","True"
"desburocratizacao","23/09/2019 11:26:15","True"
"projetosertime","01/03/2019 11:40:31","True"
"teste_lumis","17/08/2017 19:07:03","True"
"_netbakup","11/04/2018 10:40:21","True"
"NO-REPLY","02/01/2019 18:25:37","False"
"telefonia_avaya","28/10/2009 15:44:15","True"
"projetoshark","16/03/2012 16:40:06","True"
"service_desk-sap","27/07/2015 08:33:14","True"
"hypplan","24/05/2005 17:57:42","True"
"_comunicacao_sgi","19/03/2018 11:02:44","True"
"trocadetitularidade","06/02/2020 11:59:20","False"
"duvidasalatur","12/07/2018 17:28:52","True"
"_webspeed","21/10/2008 15:58:26","True"
"fiscalizacao","27/02/2019 16:55:24","True"
"homologacaosupcan","15/03/2011 15:27:51","True"
"inovaTI","28/02/2020 14:12:08","True"
"desvioceman","04/06/2019 14:42:10","True"
"_servico-sse","10/01/2018 15:56:42","True"
"Suportegestor","22/11/2010 15:16:57","True"
"desvioceman2","04/06/2019 14:43:18","True"
"_tanques_vasilhames","23/03/2020 14:31:50","True"
"tele","04/06/2019 14:45:30","True"
"_wcmadmin","19/12/2008 14:33:49","True"
"_inteligenciamercado","07/08/2019 10:55:39","True"
"informativo_fin","29/06/2006 18:04:12","True"
"radioprotecao","19/03/2012 11:36:46","True"
"Milhasgas","06/05/2019 10:41:39","True"
"relacionamentodigita","29/08/2018 12:33:01","True"
"portariabtg","24/12/2009 10:43:50","True"
"Informativo_Sistemas","18/05/2010 11:16:42","True"
"compras_spl","04/06/2019 15:08:56","True"
"Rollout-VIM","29/01/2020 15:06:59","True"
"germud","17/05/2010 12:59:45","False"
"helpdesk","19/09/2008 17:48:32","True"
"_automic","26/04/2018 16:23:50","True"
"_integrafacil","31/01/2020 10:58:53","True"
"Granel.instind","13/03/2008 17:25:14","True"
"_greenmile-prd","11/04/2017 18:25:35","True"
"_integrafacilqa","29/11/2019 15:43:12","True"
"shv","11/02/2009 09:47:31","True"
"AprovacoesRealizar","08/08/2018 15:17:10","True"
"queroserrevendedor","01/10/2019 11:27:13","True"
"esocialsoc","23/05/2019 12:59:14","True"
"prime","20/04/2012 18:02:59","True"
"comunicadosfe","30/08/2012 11:45:17","True"
"diretoriarecursoshum","06/02/2017 12:30:10","True"
"LCService","30/03/2011 15:31:22","True"
"_sessao-hyp","31/10/2007 14:01:03","True"
"_nfservico-qas","11/07/2019 15:05:38","True"
"_ctxadmin","05/08/2014 16:04:39","True"
"wiseit_rcc_homolog","23/01/2012 10:23:06","True"
"_smtperp","16/08/2019 16:07:52","True"
"_adm_ged","29/08/2009 11:25:29","True"
"svc_ged","17/08/2009 15:08:25","True"
"adm_ged","29/11/2010 14:12:24","True"
"sinc_ged","23/02/2012 15:34:02","True"
"desenv_ged","07/10/2010 11:23:40","True"
"_svcpvs71","31/07/2014 11:47:58","True"
"_webenergy","24/09/2012 10:53:03","True"
"_totvs11-ad","21/08/2014 15:11:28","True"
"superclientes","13/10/2017 08:30:43","True"
"_tpdd","27/06/2018 12:22:35","True"
"_themis-hml","17/09/2012 16:21:32","True"
"visitante_amz","27/03/2015 09:19:35","True"
"pedidos","14/09/2018 08:56:52","True"
"_frog","09/08/2013 13:48:08","True"
"_cluster-ged","13/08/2009 09:07:26","True"
"superparceiro","05/08/2015 09:19:05","True"
"nobreak_20","18/05/2017 11:57:43","True"
"nobreak_12","18/05/2017 11:54:59","True"
"relogiodeponto","18/12/2018 13:29:38","True"
"_rapid7","06/02/2020 16:08:33","True"
"_rpatribut01","24/07/2019 11:31:36","True"
"_rpacelog01","23/05/2019 15:09:09","True"
"_ALM","02/04/2019 11:50:14","True"
"nfe_grc","18/02/2016 16:12:41","True"
"clientesuperindica","29/04/2019 11:10:50","True"
"from_siva","16/12/2014 13:25:36","True"
"_intranet","22/09/2014 16:37:10","True"
"shark","11/08/2015 09:48:06","True"
"_meraki","30/10/2019 11:56:35","True"
"diretoriatieservicos","31/03/2015 12:02:15","True"
"_nfecontingenciaQAS","15/08/2019 11:09:02","True"
"_MIGSRCC","29/08/2013 10:22:56","True"
"diretorianegocios","31/03/2015 11:55:43","True"
"_concessonariasQAS","15/08/2019 11:10:28","True"
"_exch","17/02/2014 11:00:41","True"
"_wpadmin","22/12/2009 14:33:47","True"
"ev_report","26/11/2009 15:03:11","True"
"diretoriaoperacoes","31/03/2015 11:49:25","True"
"_UIPath","05/02/2019 16:15:16","True"
"intranet","30/08/2018 11:41:33","True"
"_rpw1801","10/11/2006 18:39:35","True"
"cob_backoffice_sgi","05/09/2018 17:45:24","True"
"_cluster-FileServer","20/07/2012 16:07:11","True"
"_rpw1802","10/11/2006 16:01:44","True"
"O2k3","23/07/2009 15:32:23","False"
"_vpn-fortinet","30/05/2017 16:13:38","True"
"_appmanager","26/10/2012 16:04:16","True"
"_rpw1803","10/11/2006 15:41:24","True"
"_CLUSTER-SQL","14/02/2008 20:17:28","True"
"_rpw1804","10/11/2006 15:23:08","True"
"_admDMT","21/05/2019 11:02:00","True"
"_sessao","09/11/2006 17:41:48","True"
"diretoriafinanceira","31/03/2015 14:33:57","True"
"comitedeincentivos","21/06/2018 13:49:46","True"
"testeportal2","13/08/2010 14:06:55","True"
"sejanossofornecedor","11/07/2012 09:03:06","True"
"ceman","13/08/2015 17:20:48","True"
"supergasbrasinforma","31/03/2015 14:41:57","True"
"tributario","06/04/2018 13:48:39","True"
"presidencia","31/03/2015 14:48:44","True"
"parcerias","07/06/2016 13:41:23","True"
"_cyberark","08/11/2019 17:14:20","True"
"_replicator","04/09/2009 11:17:32","True"
"_asp_admissao","07/08/2018 17:32:26","True"
"Sgi_operacao","23/02/2016 07:51:31","True"
"_servico-SSF","07/05/2012 10:00:06","True"
"atendimento_supergas","22/11/2011 09:43:32","True"
"_Cluster-exchange","13/09/2012 23:12:10","True"
"_gaia-hml","29/11/2006 21:11:14","True"
"juridico","27/06/2019 14:58:08","True"
"portariaqualival","01/04/2019 09:44:58","True"
"_iona","16/12/2008 09:35:22","True"
"_sumus","22/02/2013 07:30:37","True"
"_meprod","18/12/2009 10:15:16","True"
"comunicacaoecultura","13/12/2017 14:13:21","True"
"telemetria","19/12/2017 07:22:09","True"
"_sep","28/10/2008 11:10:12","True"
"relacoesinstituciona","31/03/2015 15:09:37","True"
"_gaia","25/05/2012 12:24:40","True"
"gaslp","17/02/2011 10:30:19","True"
"Monitoria_MDe","23/01/2015 10:03:38","True"
"auditoria","31/03/2015 15:51:49","True"
"compliancestatement","10/01/2018 15:17:12","True"
"pin","23/09/2011 10:33:29","True"
"supergasbrashomolog","10/05/2011 10:26:12","True"
"AMZMonitorPrice","12/05/2008 13:52:48","True"
"SUBSAUTOR","13/02/2017 12:48:50","True"
"RHDUser","29/08/2008 09:19:21","True"
"_sms","13/08/2007 10:00:12","True"
"novo_fornecedor",,"False"
"Informativo_Proj-Pro","11/01/2018 09:04:19","True"
"HP-OVE-User",,"True"
"_dispara","16/10/2009 17:31:03","True"
"_wiseit-chamado","19/06/2013 17:55:24","True"
"teste_amz","06/05/2019 11:19:12","False"
"shvmde","16/09/2014 17:41:10","True"
"_mehomolog","18/12/2009 10:14:27","True"
"rhpaulinia","29/06/2018 15:26:53","True"
"email1","07/04/2008 09:39:29","False"
"recadastrar_email","02/07/2014 15:45:25","True"
"_reclameaqui","30/04/2018 10:01:54","True"
"rhribeiraopreto","29/06/2018 15:27:36","True"
"teste_srv","01/08/2019 06:14:01","True"
"_gaia2","29/11/2006 21:05:20","True"
"SRCC","29/08/2013 10:07:17","True"
"_san","25/03/2009 20:09:33","True"
"gestaodepoliticas","14/08/2018 10:52:44","True"
"supergasfacil","02/04/2015 14:30:53","True"
"vdemfoco","05/05/2014 16:41:25","True"
"_UsrHypAD","06/12/2016 16:40:24","True"
"testeportal3","13/08/2010 14:07:26","True"
"_SRCC","10/06/2014 08:54:12","True"
"cpmdrax","28/06/2012 17:00:13","True"
"_dell-boomi","13/09/2018 07:58:52","True"
"root","11/10/2009 00:25:11","True"
"HTTPConnector",,"True"
"_auditoriainterna","21/09/2016 14:27:15","True"
"alerta","12/12/2019 09:33:14","True"
"revendadossonhos","13/12/2018 15:25:19","True"
"confirmacaodePO","12/09/2019 14:50:13","True"
"_Instancia-SQL","14/02/2008 23:56:09","True"
"comunicacao_cobranca","17/10/2019 09:38:54","True"
"_servicenow","07/05/2019 14:54:41","True"
"_horaciusadm","17/04/2019 15:02:58","True"
"_monitores","27/08/2009 09:54:10","True"
"juridicopaulinia","08/10/2018 10:05:16","True"
"niveltanque","12/09/2018 15:26:49","True"
"tributario_coorporat","15/05/2014 13:13:58","True"
"_automatos","30/09/2019 11:55:04","True"
"administrativo","12/03/2020 09:36:33","True"
"demanda-si","18/09/2018 09:57:45","True"
"ger_vasilhame","02/02/2011 15:04:45","True"
"processos","20/07/2016 11:45:45","True"
"Supergasbras_recolhi","01/04/2016 09:49:48","True"
"qsms","20/07/2016 11:44:55","True"
"_trixlog-hml","18/10/2016 12:48:56","True"
"admin_pst","02/07/2019 08:50:30","True"
"nfe_grc_dev","10/07/2014 10:37:18","True"
"coreteam","18/04/2011 13:54:16","True"
"_EPM","02/01/2008 15:44:13","True"
"_jboss","23/11/2011 12:28:27","True"
"_cadastro","20/08/2009 12:05:33","True"
"_wiseitprd","16/06/2010 16:41:58","True"
"bem_vindo_sgi","16/03/2018 16:18:42","True"
"_appmetrics","05/10/2009 15:11:56","True"
"cat","20/07/2005 10:41:20","True"
"monitoria_rpa","18/06/2019 12:04:02","True"
"_mobile","29/06/2009 10:12:13","True"
"_wpbind","01/06/2010 16:45:18","True"
"_wsspesq","06/08/2008 12:15:32","True"
"_cluster-evault","13/10/2010 08:50:15","True"
"_svcxenapp50","31/07/2014 11:46:21","True"
"_CORE","10/11/2008 09:13:13","True"
"con-crrodrigues","09/01/2020 08:31:51","False"
"con-dcsilva","08/04/2019 08:38:16","False"
"Con_siemens","08/09/2006 22:13:39","True"
"SLopes","03/02/2020 08:02:12","False"
"aspereira","18/02/2020 09:33:57","False"
"con-amilitao","17/07/2018 14:11:30","False"
"con-lromualdo","03/01/2019 07:12:13","False"
"alemos","05/03/2020 08:39:07","False"
"flago","20/12/2018 12:57:16","False"
"con-afoching","25/11/2019 08:05:35","False"
"con-cmenegassi","16/03/2020 08:04:22","False"
"rreis","20/05/2019 07:02:57","False"
"con-csantana","13/06/2018 09:37:59","False"
"con-dribeiro","26/08/2019 13:30:12","False"
"con-tclementino","21/02/2019 08:05:11","False"
"mjoia","19/07/2019 07:39:41","False"
"mbmendes","27/05/2019 08:44:04","False"
"fnsouza","06/07/2019 14:51:16","False"
"mdlima","20/09/2019 09:11:15","False"
"con-nsantos","26/08/2019 07:49:15","False"
"thferreira","21/03/2019 08:19:11","False"
"con-lessilva","16/07/2019 18:03:01","False"
"con-maria.pinezio","06/02/2020 07:01:05","False"
"con-wbarbosa","24/09/2014 10:17:16","False"
"con-abarros",,"False"
"con-jcim","30/01/2018 09:41:39","False"
"atdsouza","12/11/2018 07:28:06","False"
"jschimit","17/03/2020 08:07:42","False"
"daniele.dominguez",,"False"
"vajunior","22/08/2019 10:07:18","False"
"mgrochovski","27/01/2020 08:03:10","False"
"con-mvieira","04/04/2018 09:44:41","False"
"con-pmatheus","24/09/2014 10:13:19","False"
"con-rfpereira","17/01/2019 08:14:46","False"
"con-rbarbosa","07/12/2018 10:15:28","False"
"con-crribeiro","16/09/2019 09:26:17","False"
"ivaldo.junior","04/02/2020 10:59:45","False"
"con-gcastilhos","06/03/2020 08:22:48","False"
"con-rsandim","31/10/2016 11:20:23","False"
"rocardoso",,"False"
"con-lfsilva","04/01/2019 08:10:11","False"
"magoncalves","12/04/2019 16:01:11","False"
"con-lucas.dias","10/03/2020 07:48:44","False"
"con-valmeida","26/03/2020 09:27:50","False"
"abastos","20/05/2019 12:14:05","False"
"lais.viana","20/01/2020 06:40:21","False"
"con-lscoelho","09/04/2019 15:40:37","False"
"con-agatha.rezende","27/12/2019 09:29:06","False"
"con-ehferreira",,"False"
"scosta","08/12/2019 08:17:57","False"
"laribeiro","29/04/2019 08:49:31","False"
"poliveira","08/02/2019 09:12:38","False"
"con-legsantos","16/08/2019 07:29:26","False"
"con-gleal","17/09/2018 09:11:16","False"
"paulo.guerra",,"False"
"con-sandra.schubert","26/02/2020 16:50:13","True"
"con-lucas.silva","04/03/2020 08:52:11","False"
"rodrigo.dias",,"False"
"mmalonn","26/04/2019 12:06:02","False"
"tguimaraes","18/05/2019 10:30:25","False"
"con-tlima","04/03/2020 11:10:38","False"
"lctavares",,"False"
"mfortunato","18/03/2019 07:03:48","False"
"con-dgsilva","24/09/2014 10:08:24","False"
"con-pholiveira","24/12/2018 13:05:19","False"
"gabriel.r.silva",,"False"
"con-leticia.lemes","05/03/2020 08:07:28","False"
"con-npsantos","04/03/2020 11:58:54","False"
"ibitemcourt","24/05/2019 09:04:02","False"
"con-cfjunior",,"False"
"con-ayrton.amaral","10/02/2020 08:32:42","False"
"rvillela","30/05/2019 15:07:51","False"
"con-lelopes","07/03/2020 11:41:44","False"
"pmarins","02/05/2019 07:22:17","False"
"_smsldap","16/09/2009 18:20:40","True"
"lanjos","14/10/2019 08:29:08","False"
"con-arlei.cunha","16/03/2020 09:21:44","False"
"JRamos","12/02/2020 10:07:28","False"
"ccati","30/09/2019 07:43:04","False"
"fjsilva","20/08/2019 08:59:40","False"
"con-landrade","10/02/2020 12:51:46","False"
"con-natalia.silva","06/03/2020 10:51:49","False"
"con-DSILVA39","24/03/2020 12:03:03","True"
"lvalle","22/11/2019 09:30:37","False"
"pguimaraes","02/01/2018 07:16:10","False"
"con-diego.cruz","19/03/2020 08:59:47","False"
"con-MASANTO","06/06/2019 14:48:17","False"
"racorrea","22/08/2019 10:27:24","False"
"fbalassiano","26/11/2019 14:01:53","False"
"irribeiro","08/10/2019 12:15:32","False"
"con-daniela.souza","02/03/2020 13:18:53","False"
"con-felipe.silva","02/03/2020 07:21:35","False"
"jobsilva","25/03/2019 10:00:50","False"
"con-kabarbosa","18/02/2020 07:14:28","False"
"con-monique.rodrigue","24/03/2020 12:10:55","False"
"wsfranco","25/06/2019 06:49:19","False"
"djasilva","13/09/2019 08:46:42","False"
"jefferson.pereira",,"False"
"con-lcarraro","17/02/2020 07:11:10","False"
"dborges","20/07/2019 10:14:36","False"
"con-JMART147","06/01/2020 17:37:25","False"
"mchaves","30/09/2019 16:26:51","False"
"jabes.silva","29/11/2019 17:30:44","False"
"con-nlapa","05/03/2020 08:41:54","False"
