"SamAccountName","userAccountControl","LastLogonDate","whenCreated","homeMDB"
"lssilva","512","25/07/2019 10:36:31","19/03/2018 09:21:41","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"ltheodoro","512","18/07/2019 11:21:54","19/03/2018 09:21:41","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"LThome","512","24/07/2019 21:54:38","16/09/2006 19:45:46","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"ltoliveira","514","15/02/2018 09:05:02","14/05/2013 18:33:09","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"ltalina","514","11/06/2013 15:45:44","16/08/2010 08:35:33","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"ltavares","512","22/07/2019 09:10:05","15/04/2014 16:42:48","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lteixeira","512","25/07/2019 08:20:52","07/10/2016 10:13:43","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lslima","512","22/07/2019 08:33:37","29/05/2014 14:54:18","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lsbarbosa","514","25/03/2019 08:42:37","22/01/2015 17:11:41","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lscarpante","514","02/01/2017 06:45:52","19/01/2016 08:40:36","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lscastilho","544","25/07/2019 06:58:30","03/12/2018 12:29:51","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lsa","512",,"07/05/2019 10:16:59",
"lsabino","512","10/06/2019 09:28:29","02/02/2018 08:30:41","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lsantos","514","02/07/2018 09:37:33","29/06/2017 18:42:23","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lschafer","512","11/07/2019 07:47:42","09/05/2018 09:27:08","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lsilva","514","22/11/2018 09:45:45","31/08/2006 20:54:17","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lsimoes","512","25/07/2019 14:39:58","21/07/2017 09:16:06","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lsiqueira","544","18/07/2019 14:52:44","11/03/2019 10:03:11","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lscsilva","544","22/07/2019 09:32:34","10/10/2018 13:37:19","CN=BRRJSHVGASCOJLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lserrano","514","17/02/2018 11:23:12","29/06/2006 22:39:13","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lsica","512","25/07/2019 09:43:53","01/06/2012 13:10:47","CN=BRRJSHVGASCOJLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"ltorquetti","512","25/07/2019 13:15:07","01/03/2010 09:26:22","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luciano.b.silva","512",,"13/07/2019 01:31:29",
"luciano.borges","512",,"13/07/2019 01:26:09",
"luciano.flausino","512",,"13/07/2019 02:33:18",
"luciana.silva","512",,"13/07/2019 01:25:02","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luciana.zamprogno","512",,"13/07/2019 03:13:28","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luciano.almeida","512",,"13/07/2019 01:06:38",
"luciano.lial","512",,"13/07/2019 03:05:52",
"luciano.santos","512",,"13/07/2019 00:14:22",
"luciano.souza","512",,"13/07/2019 03:16:25",
"luciene.carmo","512",,"13/07/2019 03:19:35","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luciano.martins","512",,"13/07/2019 01:38:11","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luciano.melo","512",,"13/07/2019 03:19:55",
"luciano.pinto","512",,"13/07/2019 03:56:31",
"luciana.macedo","512",,"13/07/2019 03:36:51","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luandrade","544","18/07/2019 07:15:43","14/01/2019 16:10:13","CN=BRRJSHVGASCOJLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luca.albuquerque","512","23/07/2019 09:52:49","19/07/2019 18:07:31","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lucas.lima1","512",,"13/07/2019 03:22:28",
"ltorquetti1","514","25/05/2010 14:27:22","13/05/2010 17:11:58",
"ltsilva","512","18/07/2019 09:19:15","21/09/2006 14:27:15","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"luana.rosa","512",,"13/07/2019 00:58:37","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lucas.paiva","512",,"13/07/2019 00:37:40",
"lucas.v.silva","512",,"05/07/2019 12:06:49",
"lucas.zanela","512",,"13/07/2019 00:17:53",
"lucca.fialho","512","23/07/2019 15:49:04","19/07/2019 12:07:54","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lucas.pereira","512",,"13/07/2019 02:41:18",
"lucas.santos1","512",,"13/07/2019 00:20:30",
"lucas.tessmer","512",,"13/07/2019 00:48:12",
"lorena.araujo","512",,"13/07/2019 01:43:43","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lorivaldo.silva","512",,"13/07/2019 00:00:22",
"losantos","512",,"27/05/2019 13:28:24",
"loggranelrj2","66048",,"24/07/2012 16:14:29",
"loliveira","512","24/07/2019 20:55:54","07/10/2016 12:02:53","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"LONDRINA_20ANDAR","66048",,"03/01/2018 16:19:00","CN=BRRJSHVGASUCEEDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"losilva","514","01/02/2018 09:08:12","03/07/2017 07:51:01","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpavolak","544","18/07/2019 14:20:48","15/02/2019 13:42:18","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpazin","514",,"15/05/2015 17:35:24","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpedro","512","18/07/2019 09:06:24","14/05/2019 15:22:12","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lossilva","514","14/10/2018 01:00:24","04/12/2012 18:02:04","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpadovani","512","22/07/2019 15:41:15","30/10/2014 12:31:26","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpandrade","512","18/07/2019 09:35:03","30/11/2015 16:39:47","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"loggranelrj1","66048",,"24/07/2012 16:13:47",
"lnsouza","512","19/07/2019 17:03:25","09/08/2009 02:02:48","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lnunes","514","20/08/2018 15:51:38","20/10/2014 07:58:21","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"loassis","544","08/02/2019 08:18:42","14/12/2018 09:46:41","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lnascimento","514","07/03/2016 07:56:23","03/10/2014 10:26:16","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lnmartins","512","22/07/2019 08:26:34","05/06/2017 16:28:45","CN=BRRJSHVGASCOJLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lnmoura","514","27/12/2018 09:13:55","29/10/2009 16:33:49","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lobarbosa","512","18/07/2019 11:31:31","15/12/2014 16:41:09","CN=BRRJSHVGASCOJLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"logenvasadorj2","66048",,"24/07/2012 16:07:53",
"loggranelmg1","66048",,"24/07/2012 16:12:09",
"loggranelmg2","66048",,"24/07/2012 16:12:52",
"logenvasadomg1","66048",,"24/07/2012 16:04:03",
"logenvasadomg2","66048",,"24/07/2012 16:05:08",
"logenvasadorj1","66048",,"24/07/2012 16:07:10",
"lpereira","512","14/07/2019 10:45:00","12/06/2018 11:20:43","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrinaldi","512","22/07/2019 10:31:02","06/12/2017 11:43:34","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrmartins","512","24/07/2019 13:13:55","03/06/2014 10:32:49","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrmeireles","512","20/07/2019 07:29:27","28/09/2017 15:15:10","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lresende","512","25/07/2019 09:43:51","12/12/2017 09:14:34","CN=BRRJSHVGASCOJLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrfreitas","512","25/07/2019 07:32:05","12/06/2015 18:24:13","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lribeiro","512","09/04/2019 12:09:30","16/05/2017 08:50:25","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrncosta","514","30/05/2019 08:07:12","12/07/2013 08:21:56","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrsilva","512","16/07/2019 12:15:52","07/02/2012 09:51:01","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrufino","544","22/07/2019 07:12:26","19/09/2018 10:01:33","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrulff","514","04/10/2018 09:23:34","31/01/2018 08:27:54","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lromagnoli","512","25/07/2019 08:19:51","03/10/2016 10:54:26","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrosa","514","30/04/2018 09:25:10","11/08/2014 11:46:59","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrsantos","544",,"05/06/2019 11:15:31",
"lrenosto","512","18/07/2019 09:27:37","11/08/2017 16:18:53","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lplima","512","25/07/2019 07:37:02","19/12/2017 11:13:25","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpmaio","512","25/07/2019 09:28:03","17/03/2010 12:58:00","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpoliveira","544","25/07/2019 08:03:19","08/03/2019 12:15:29","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpezin","512","22/07/2019 08:03:50","19/06/2017 10:10:57","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpinho","512","24/07/2019 13:22:58","02/03/2010 09:22:48","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpires","512","22/07/2019 08:44:35","18/06/2018 09:34:06","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lprado","512",,"07/04/2015 19:56:57","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lramos","512","18/07/2019 18:00:35","27/01/2015 15:06:42","CN=BRRJSHVGASCORSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lrego","544","25/07/2019 09:19:08","22/08/2018 12:29:47","CN=BRRJSHVGASUCMMDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lreis","512","25/07/2019 08:10:00","04/06/2018 11:53:19","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lpsilva","514","29/03/2018 17:30:16","04/11/2016 15:57:56","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lramalho","512","18/07/2019 07:41:59","13/04/2017 18:11:56","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lramires","512","24/07/2019 08:15:31","09/08/2009 01:43:13","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"lucileia.nascimento","512",,"13/07/2019 04:06:22",
"mamsilva","514","02/07/2018 09:50:21","19/01/2017 13:37:50","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"mamsoares","512","18/07/2019 08:03:25","30/07/2010 15:09:21","CN=BRRJSHVGASUCMMDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"manna","514","17/11/2018 08:13:29","31/01/2018 15:21:16","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"malves","512","16/07/2019 12:28:59","04/08/2014 14:37:34","CN=BRRJSHVGASUCMMDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"mamelo","544","22/07/2019 08:25:32","12/02/2019 11:17:18","CN=BRRJSHVGASUCMMDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"mamsantos","512","23/07/2019 09:33:02","14/12/2015 09:16:49","CN=BRRJSHVGASUCMMDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"manoel.bernardo","512",,"13/07/2019 00:56:09",
"manoliveira","514","30/05/2019 05:20:02","04/06/2014 15:10:31","CN=BRRJSHVGASUCMMDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"manselmo","544","18/07/2019 13:21:16","09/05/2018 10:51:33","CN=BRRJSHVGASUCAADB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"manu-perfil","66048","22/05/2015 11:22:34","07/10/2014 09:24:17","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"manoel.cavalcante","512",,"13/07/2019 02:51:41",
"manoel.f.silva","512",,"13/07/2019 03:32:01",
"manoel.santos","512",,"13/07/2019 02:05:29",
